CRSE_ID,CRSE_OFFER_NBR,CRSE_EFFDT,SUBJECT,CRSE_CODE,COURSE_TITLE_LONG,ACAD_ORG_MAU_DESCRFORMAL,ACAD_ORG_U1_DESCRFORMAL,RQRMNT_GROUP,EFFDT,DESCR254A,RQRMNT_USEAGE,RQRMNT_LIST_SEQ,RQ_CONNECT_TYPE,MIN_CRSES_REQD,MIN_UNITS_REQD,GRADE_POINTS_MIN,GPA_REQUIRED,RQ_LINE_KEY_NBR,RQ_GRP_LINE_NBR,RQ_GRP_LINE_TYPE,REQUIREMENT,REQUISITE_TYPE,SSR_DESCR80,RQDET_CRSE_ID,RQDET_CRSE,RQ_CONNECT,PARENTHESIS,MIN_CRSES_REQD,MIN_UNITS_REQD,CONDITION_CODE,CONDITION_OPERATOR,CONDITION_DATA,DESCR,RQRMNT_USEAGE,RQRMNT_LIST_SEQ,RQ_CONNECT_TYPE,MIN_CRSES_REQD,MIN_UNITS_REQD,GRADE_POINTS_MIN,GPA_REQUIRED,RQ_LINE_KEY_NBR,RQ_LINE_DET_SEQ,RQ_LINE_DET_TYPE,COURSE_LIST,CONDITION_CODE,CONDITION_OPERATOR,CONDITION_DATA,CourseList
200037,1,00:00.0,LLT,818,Eye Tracking in Second Language Acquisition and Bilingualism,College of Arts and Letters,"Linguistics, Languages, and Cultures",604066,00:00.0,Restrictions: Open to graduate students in the Second Language Studies Major or in the Teaching English to Speakers of Other Languages Major or in the Cognitive Science Specialization or approval of department.    ,ENR,1,OR,0,0,0,0,2,20,COND, , , , ,,OR, ,0,0,PL,EQ,TENGSOL_MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200037,1,00:00.0,LLT,818,Eye Tracking in Second Language Acquisition and Bilingualism,College of Arts and Letters,"Linguistics, Languages, and Cultures",604066,00:00.0,Restrictions: Open to graduate students in the Second Language Studies Major or in the Teaching English to Speakers of Other Languages Major or in the Cognitive Science Specialization or approval of department.    ,ENR,1,OR,0,0,0,0,3,30,COND, , , , ,,OR, ,0,0,PL,EQ,COGSM_SPCM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200037,1,00:00.0,LLT,818,Eye Tracking in Second Language Acquisition and Bilingualism,College of Arts and Letters,"Linguistics, Languages, and Cultures",604066,00:00.0,Restrictions: Open to graduate students in the Second Language Studies Major or in the Teaching English to Speakers of Other Languages Major or in the Cognitive Science Specialization or approval of department.    ,ENR,1,OR,0,0,0,0,4,40,COND, , , , ,,OR, ,0,0,PL,EQ,COGSD_SPCD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200038,1,00:00.0,LLT,842,Teaching and Learning Vocabulary in Another Language,College of Arts and Letters,"Linguistics, Languages, and Cultures",604071,00:00.0,Restrictions: Open to graduate students in the Second Language Studies Major or in the Teaching English to Speakers of Other Languages Major or approval of department.    ,ENR,1,OR,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PL,EQ,TENGSOL_MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200038,1,00:00.0,LLT,842,Teaching and Learning Vocabulary in Another Language,College of Arts and Letters,"Linguistics, Languages, and Cultures",604071,00:00.0,Restrictions: Open to graduate students in the Second Language Studies Major or in the Teaching English to Speakers of Other Languages Major or approval of department.    ,ENR,1,OR,0,0,0,0,2,20,COND, , , , ,,OR, ,0,0,PL,EQ,SECOND_PHD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200039,1,00:00.0,LLT,813,CALL: Technology-mediated Language Learning and Teaching,College of Arts and Letters,"Linguistics, Languages, and Cultures",604065,00:00.0,Restrictions: Open to graduate students in the Second Language Studies Major or in the Teaching English to Speakers of Other Languages Major or approval of department.    ,ENR,1,OR,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PL,EQ,SECOND_PHD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200039,1,00:00.0,LLT,813,CALL: Technology-mediated Language Learning and Teaching,College of Arts and Letters,"Linguistics, Languages, and Cultures",604065,00:00.0,Restrictions: Open to graduate students in the Second Language Studies Major or in the Teaching English to Speakers of Other Languages Major or approval of department.    ,ENR,1,OR,0,0,0,0,2,20,COND, , , , ,,OR, ,0,0,PL,EQ,TENGSOL_MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200040,1,00:00.0,LLT,823,Introduction to Corpus Linguistics for Second Language Studies,College of Arts and Letters,"Linguistics, Languages, and Cultures",604069,00:00.0,Restrictions: Open to graduate students in the Second Language Studies Major or in the Teaching English to Speakers of Other Languages Major or approval of department.    ,ENR,1,OR,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PL,EQ,SECOND_PHD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200040,1,00:00.0,LLT,823,Introduction to Corpus Linguistics for Second Language Studies,College of Arts and Letters,"Linguistics, Languages, and Cultures",604069,00:00.0,Restrictions: Open to graduate students in the Second Language Studies Major or in the Teaching English to Speakers of Other Languages Major or approval of department.    ,ENR,1,OR,0,0,0,0,2,20,COND, , , , ,,OR, ,0,0,PL,EQ,TENGSOL_MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200046,1,00:00.0,IM,619,Readiness for Residency: A Simulation Based Competency Skills Assessment,College of Osteopathic Medicine,Osteopathic Medical Specialties,603200,00:00.0,Restrictions: Open to graduate-professional students in the College of Osteopathic Medicine.    ,ENR,1,AND,0,0,0,0,1,10,COND, , ,Graduate Professional in the College of Osteopathic Medicine, ,, , ,0,0,PL,IN,517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200060,1,00:00.0,IBIO,200,Animal Biodiversity,College of Natural Science,Integrative Biology,603113,00:00.0,Restrictions: Open to students in the Integrative Biology major.    ,ENR,1,OR,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200060,1,00:00.0,IBIO,200,Animal Biodiversity,College of Natural Science,Integrative Biology,603113,00:00.0,Restrictions: Open to students in the Integrative Biology major.    ,ENR,1,OR,0,0,0,0,2,20,COND, , , , ,,OR, ,0,0,PL,IN,258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200062,1,00:00.0,CSUS,426,Conservation Planning and Adaptive Management,College of Agriculture and Natural Resources,Community Sustainability,601462,00:00.0,Prerequisite: CSUS 320 and BS 161  or approval of department    Restrictions: Open to juniors or seniors in the College of Agriculture and Natural Resources or approval of department.    ,ENR,1,OR,0,0,0,0,1,10,COND, , ,Honors Students, ,, , ,0,0,PL,IN,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200062,1,00:00.0,CSUS,426,Conservation Planning and Adaptive Management,College of Agriculture and Natural Resources,Community Sustainability,601462,00:00.0,Prerequisite: CSUS 320 and BS 161  or approval of department    Restrictions: Open to juniors or seniors in the College of Agriculture and Natural Resources or approval of department.    ,ENR,1,OR,0,0,0,0,2,20,CRSE, ,PRE,CSUS 320,121952,CSUS 320 (121952-College of Agriculture and Natural Resources Community Sustainability),OR,(,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200062,1,00:00.0,CSUS,426,Conservation Planning and Adaptive Management,College of Agriculture and Natural Resources,Community Sustainability,601462,00:00.0,Prerequisite: CSUS 320 and BS 161  or approval of department    Restrictions: Open to juniors or seniors in the College of Agriculture and Natural Resources or approval of department.    ,ENR,1,OR,0,0,0,0,3,30,CRSE, ,PRE,BS 161,117187,BS 161 (117187-College of Natural Science Biological Science Program),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200062,1,00:00.0,CSUS,426,Conservation Planning and Adaptive Management,College of Agriculture and Natural Resources,Community Sustainability,601462,00:00.0,Prerequisite: CSUS 320 and BS 161  or approval of department    Restrictions: Open to juniors or seniors in the College of Agriculture and Natural Resources or approval of department.    ,ENR,1,OR,0,0,0,0,4,40,COND, , ,College of Agriculture and Natural Resources, ,,AND, ,0,0,PL,IN,147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200062,1,00:00.0,CSUS,426,Conservation Planning and Adaptive Management,College of Agriculture and Natural Resources,Community Sustainability,601462,00:00.0,Prerequisite: CSUS 320 and BS 161  or approval of department    Restrictions: Open to juniors or seniors in the College of Agriculture and Natural Resources or approval of department.    ,ENR,1,OR,0,0,0,0,5,50,COND, , ,Juniors or Seniors, ,,AND,),0,0,TBL,EQ,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200064,1,00:00.0,KIN,800,Pathophysiology and Functional Anatomy,College of Education,Kinesiology,2566,00:00.0,Restrictions: Open to students in the Athletic Training.,ENR,1,AND,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200065,1,00:00.0,KIN,801,Emergency Procedures for Athletic Trainers,College of Education,Kinesiology,2567,00:00.0,Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,1,10,COND, , , , ,, , ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200066,1,00:00.0,KIN,802,Athletic Training Practicum 1,College of Education,Kinesiology,603495,00:00.0,Prerequisite: KIN 801. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 801,200065,KIN 801 (200065-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200066,1,00:00.0,KIN,802,Athletic Training Practicum 1,College of Education,Kinesiology,603495,00:00.0,Prerequisite: KIN 801. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,2,20,COND, , , , ,,AND, ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200067,1,00:00.0,KIN,803,Athletic Training Practicum 2,College of Education,Kinesiology,603496,00:00.0,Prerequisite: KIN  800 and KIN 801 and KIN  802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 800,200064,KIN 800 (200064-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200067,1,00:00.0,KIN,803,Athletic Training Practicum 2,College of Education,Kinesiology,603496,00:00.0,Prerequisite: KIN  800 and KIN 801 and KIN  802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE,KIN 801,200065,KIN 801 (200065-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200067,1,00:00.0,KIN,803,Athletic Training Practicum 2,College of Education,Kinesiology,603496,00:00.0,Prerequisite: KIN  800 and KIN 801 and KIN  802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,3,30,CRSE, ,PRE,KIN 802,200066,KIN 802 (200066-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200067,1,00:00.0,KIN,803,Athletic Training Practicum 2,College of Education,Kinesiology,603496,00:00.0,Prerequisite: KIN  800 and KIN 801 and KIN  802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,4,40,COND, , , , ,,AND, ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200068,1,00:00.0,KIN,804,Athletic Training Practicum 3,College of Education,Kinesiology,603497,00:00.0,Prerequisite: KIN 803 and KIN 832 and KIN 833. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 803,200067,KIN 803 (200067-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200068,1,00:00.0,KIN,804,Athletic Training Practicum 3,College of Education,Kinesiology,603497,00:00.0,Prerequisite: KIN 803 and KIN 832 and KIN 833. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE,KIN 832,200072,KIN 832 (200072-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200068,1,00:00.0,KIN,804,Athletic Training Practicum 3,College of Education,Kinesiology,603497,00:00.0,Prerequisite: KIN 803 and KIN 832 and KIN 833. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,3,30,CRSE, ,PRE,KIN 833,200073,KIN 833 (200073-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200068,1,00:00.0,KIN,804,Athletic Training Practicum 3,College of Education,Kinesiology,603497,00:00.0,Prerequisite: KIN 803 and KIN 832 and KIN 833. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,4,40,COND, , , , ,,AND, ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200069,1,00:00.0,KIN,805,Athletic Training Practicum 4,College of Education,Kinesiology,603498,00:00.0,Prerequisite: KIN 804 and KIN 836 and KIN 838. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 804,200068,KIN 804 (200068-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200069,1,00:00.0,KIN,805,Athletic Training Practicum 4,College of Education,Kinesiology,603498,00:00.0,Prerequisite: KIN 804 and KIN 836 and KIN 838. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE,KIN 836,200077,KIN 836 (200077-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200069,1,00:00.0,KIN,805,Athletic Training Practicum 4,College of Education,Kinesiology,603498,00:00.0,Prerequisite: KIN 804 and KIN 836 and KIN 838. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,3,30,CRSE, ,PRE,KIN 838,200081,KIN 838 (200081-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200069,1,00:00.0,KIN,805,Athletic Training Practicum 4,College of Education,Kinesiology,603498,00:00.0,Prerequisite: KIN 804 and KIN 836 and KIN 838. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,4,40,COND, , , , ,,AND, ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200070,1,00:00.0,KIN,806,Athletic Training Practicum 5,College of Education,Kinesiology,603499,00:00.0,Prerequisite: KIN 805 and KIN 836 and KIN 838. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 805,200069,KIN 805 (200069-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200070,1,00:00.0,KIN,806,Athletic Training Practicum 5,College of Education,Kinesiology,603499,00:00.0,Prerequisite: KIN 805 and KIN 836 and KIN 838. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE,KIN 836,200077,KIN 836 (200077-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200070,1,00:00.0,KIN,806,Athletic Training Practicum 5,College of Education,Kinesiology,603499,00:00.0,Prerequisite: KIN 805 and KIN 836 and KIN 838. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,3,30,CRSE, ,PRE,KIN 838,200081,KIN 838 (200081-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200070,1,00:00.0,KIN,806,Athletic Training Practicum 5,College of Education,Kinesiology,603499,00:00.0,Prerequisite: KIN 805 and KIN 836 and KIN 838. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,4,40,COND, , , , ,,AND, ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200071,1,00:00.0,KIN,807,Athletic Training Practicum 6,College of Education,Kinesiology,603500,00:00.0,Prerequisite: KIN 806 and KIN 883 and KIN 884 and KIN 885. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 806,200070,KIN 806 (200070-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200071,1,00:00.0,KIN,807,Athletic Training Practicum 6,College of Education,Kinesiology,603500,00:00.0,Prerequisite: KIN 806 and KIN 883 and KIN 884 and KIN 885. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE,KIN 883,200082,KIN 883 (200082-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200071,1,00:00.0,KIN,807,Athletic Training Practicum 6,College of Education,Kinesiology,603500,00:00.0,Prerequisite: KIN 806 and KIN 883 and KIN 884 and KIN 885. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,3,30,CRSE, ,PRE,KIN 884,200083,KIN 884 (200083-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200071,1,00:00.0,KIN,807,Athletic Training Practicum 6,College of Education,Kinesiology,603500,00:00.0,Prerequisite: KIN 806 and KIN 883 and KIN 884 and KIN 885. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,4,40,CRSE, ,PRE,KIN 885,200084,KIN 885 (200084-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200071,1,00:00.0,KIN,807,Athletic Training Practicum 6,College of Education,Kinesiology,603500,00:00.0,Prerequisite: KIN 806 and KIN 883 and KIN 884 and KIN 885. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,5,50,COND, , , , ,,AND, ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200072,1,00:00.0,KIN,832,Lower Body Physical Assessment,College of Education,Kinesiology,603511,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 800,200064,KIN 800 (200064-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200072,1,00:00.0,KIN,832,Lower Body Physical Assessment,College of Education,Kinesiology,603511,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE,KIN 801,200065,KIN 801 (200065-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200072,1,00:00.0,KIN,832,Lower Body Physical Assessment,College of Education,Kinesiology,603511,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,3,30,CRSE, ,PRE,KIN 802,200066,KIN 802 (200066-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200072,1,00:00.0,KIN,832,Lower Body Physical Assessment,College of Education,Kinesiology,603511,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,4,40,COND, , , , ,,AND, ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200073,1,00:00.0,KIN,833,Therapeutic Interventions I,College of Education,Kinesiology,603512,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 800,200064,KIN 800 (200064-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200073,1,00:00.0,KIN,833,Therapeutic Interventions I,College of Education,Kinesiology,603512,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE,KIN 801,200065,KIN 801 (200065-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200073,1,00:00.0,KIN,833,Therapeutic Interventions I,College of Education,Kinesiology,603512,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,3,30,CRSE, ,PRE,KIN 802,200066,KIN 802 (200066-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200073,1,00:00.0,KIN,833,Therapeutic Interventions I,College of Education,Kinesiology,603512,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.,ENR,1,AND,0,0,0,0,4,40,COND, , , , ,,AND, ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200074,1,00:00.0,KIN,834,Evidence Based Practice in Athletic Training,College of Education,Kinesiology,603513,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.??????? ,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 800,200064,KIN 800 (200064-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200074,1,00:00.0,KIN,834,Evidence Based Practice in Athletic Training,College of Education,Kinesiology,603513,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.??????? ,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE,KIN 801,200065,KIN 801 (200065-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200074,1,00:00.0,KIN,834,Evidence Based Practice in Athletic Training,College of Education,Kinesiology,603513,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.??????? ,ENR,1,AND,0,0,0,0,3,30,CRSE, ,PRE,KIN 802,200066,KIN 802 (200066-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200074,1,00:00.0,KIN,834,Evidence Based Practice in Athletic Training,College of Education,Kinesiology,603513,00:00.0,Prerequisite: KIN 800 and KIN 801 and KIN 802. Restrictions: Open to students in the Athletic Training Major.??????? ,ENR,1,AND,0,0,0,0,4,40,COND, , , , ,,AND, ,0,0,PL,EQ,ATHLTRN_MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200076,1,00:00.0,KIN,835,Pharmacology for Athletic Trainers,College of Education,Kinesiology,603514,00:00.0,Prerequisite: KIN 832 and KIN 833    ,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 832,200072,KIN 832 (200072-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200076,1,00:00.0,KIN,835,Pharmacology for Athletic Trainers,College of Education,Kinesiology,603514,00:00.0,Prerequisite: KIN 832 and KIN 833    ,ENR,1,AND,0,0,0,0,2,20,CRSE, ,PRE,KIN 833,200073,KIN 833 (200073-College of Education Kinesiology),AND, ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
200077,1,00:00.0,KIN,836,Upper Body Physical Assessment,College of Education,Kinesiology,603515,00:00.0,Prerequisite: KIN 832 and KIN 833 and KIN 834. Restrictions: Open to students in the Athletic Training Major.??????? ,ENR,1,AND,0,0,0,0,1,10,CRSE, ,PRE,KIN 832,200072,KIN 832 (200072-College of Education Kinesiology), , ,0,0, , , ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
